Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,clust
1,Q3,No,0,1,Yes,8.56,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.85,90.85,0.0,0,8.56,99.41,2
1,Q3,No,0,34,Yes,1.55,No,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.95,2524.45,0.0,0,52.7,2577.1499999999996,0
1,Q3,Yes,2,69,Yes,48.8,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.45,7007.6,0.0,0,3367.2,10374.8,1
1,Q3,No,0,1,Yes,29.78,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.55,69.55,0.0,0,29.78,99.33,2
1,Q3,Yes,1,28,Yes,16.85,No,Yes,Fiber Optic,13,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,0.0,0,471.80000000000007,2698.9,0
1,Q3,Yes,3,4,Yes,9.56,Yes,Yes,Fiber Optic,48,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,385.9,0.0,0,38.24,424.14,2
1,Q3,Yes,3,13,Yes,19.05,No,Yes,DSL,27,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.95,734.35,0.0,0,247.65,982.0,2
1,Q3,No,0,24,Yes,49.3,Yes,Yes,Fiber Optic,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,1861.5,0.0,0,1183.1999999999998,3044.7,0
1,Q3,No,0,15,Yes,4.67,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.0,994.8,0.0,0,70.05,1064.85,2
1,Q3,No,0,22,No,0.0,No,Yes,DSL,16,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,43.75,903.6,0.0,0,0.0,903.6,2
1,Q3,No,0,12,Yes,16.07,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.7,1238.45,0.0,0,192.84,1431.29,2
1,Q3,No,0,23,Yes,27.61,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.6,1758.6,0.0,0,635.03,2393.63,2
1,Q3,Yes,2,34,Yes,23.09,Yes,Yes,Fiber Optic,52,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.05,3480.0,0.0,20,785.06,4285.0599999999995,0
1,Q3,No,0,1,Yes,30.52,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,85.0,0.0,0,30.52,115.52,2
1,Q3,No,0,10,Yes,5.92,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,834.1,0.0,0,59.2,893.3000000000001,2
1,Q3,No,0,13,No,0.0,No,Yes,DSL,17,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,45.55,597.0,0.0,0,0.0,597.0,2
1,Q3,Yes,5,39,Yes,40.25,No,Yes,Fiber Optic,19,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.3,3266.0,0.0,0,1569.75,4835.75,0
1,Q3,No,0,32,Yes,1.49,Yes,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,2596.15,0.0,0,47.68,2643.83,0
1,Q3,No,0,35,Yes,10.49,Yes,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,3527.6,0.0,0,367.15000000000003,3894.75,0
1,Q3,No,0,12,Yes,36.24,Yes,Yes,DSL,30,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,61.65,713.75,0.0,0,434.88,1148.63,2
1,Q3,Yes,1,9,No,0.0,No,Yes,DSL,9,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.95,248.95,0.0,10,0.0,258.95,2
1,Q3,Yes,1,9,Yes,6.35,No,Yes,Cable,69,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,65.0,663.05,0.0,0,57.15,720.1999999999999,2
1,Q3,Yes,1,10,Yes,2.02,Yes,Yes,Fiber Optic,82,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,855.3,0.0,100,20.2,975.5,2
1,Q3,No,0,1,Yes,42.46,No,Yes,Cable,27,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,89.55,0.0,0,42.46,132.01,2
1,Q3,No,0,1,Yes,5.55,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.7,45.7,0.0,0,5.55,51.25,2
1,Q3,No,0,1,Yes,22.16,No,Yes,Fiber Optic,47,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.6,74.6,0.0,10,22.16,106.75999999999999,2
1,Q3,No,0,4,No,0.0,No,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.25,96.05,0.0,0,0.0,96.05,2
1,Q3,No,0,2,Yes,7.64,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.65,145.15,0.0,0,15.28,160.43,2
1,Q3,No,0,1,Yes,32.86,Yes,Yes,Fiber Optic,58,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.05,75.05,0.0,0,32.86,107.91,2
1,Q3,No,0,2,No,0.0,No,Yes,DSL,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,62.25,0.0,0,0.0,62.25,2
1,Q3,Yes,1,1,Yes,35.71,No,Yes,Cable,3,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.0,80.0,0.0,0,35.71,115.71000000000001,2
1,Q3,No,0,3,Yes,26.52,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.1,270.7,0.0,0,79.56,350.26,2
1,Q3,No,0,25,Yes,26.81,No,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,2015.35,0.0,0,670.25,2685.6,0
1,Q3,No,0,10,Yes,27.57,Yes,Yes,Fiber Optic,13,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.55,1008.55,0.0,0,275.7,1284.25,2
1,Q3,Yes,1,33,Yes,41.8,No,Yes,Fiber Optic,41,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,95.8,3036.75,0.0,60,1379.3999999999999,4476.15,0
1,Q3,No,0,62,Yes,22.64,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.75,6125.4,0.0,0,1403.68,7529.08,1
1,Q3,Yes,1,40,Yes,22.56,Yes,Yes,Cable,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.3,4113.1,0.0,0,902.4,5015.5,0
1,Q3,No,0,1,Yes,49.43,No,Yes,Fiber Optic,48,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55,0.0,0,49.43,118.97999999999999,2
1,Q3,No,0,58,Yes,44.5,Yes,Yes,Fiber Optic,47,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.25,6017.65,0.0,0,2581.0,8598.65,1
1,Q3,No,0,70,Yes,12.19,Yes,Yes,Fiber Optic,42,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.0,7250.15,0.0,0,853.3,8103.45,1
1,Q3,No,0,2,Yes,24.05,No,Yes,Fiber Optic,27,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,86.2,178.7,0.0,0,48.1,226.79999999999998,2
1,Q3,Yes,1,60,Yes,33.25,No,Yes,Fiber Optic,52,No,Yes,Yes,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,90.95,5453.4,0.0,0,1995.0,7448.4,1
1,Q3,Yes,1,50,Yes,29.43,Yes,Yes,Fiber Optic,14,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,108.55,5610.7,0.0,0,1471.5,7082.2,1
1,Q3,No,0,1,Yes,32.44,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,44.4,44.4,0.0,0,32.44,76.84,2
1,Q3,No,0,1,Yes,32.85,No,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,89.9,0.0,0,32.85,122.75,2
1,Q3,No,0,62,Yes,32.58,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.15,6413.65,0.0,0,2019.9599999999998,8433.609999999999,1
1,Q3,No,0,1,Yes,1.28,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.8,50.8,0.0,0,1.28,52.08,2
1,Q3,No,0,3,Yes,47.62,No,Yes,Cable,29,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,307.4,0.0,0,142.85999999999999,450.26,2
1,Q3,Yes,1,4,Yes,14.3,No,Yes,Fiber Optic,2,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.6,319.15,0.0,0,57.2,376.34999999999997,2
1,Q3,No,0,59,Yes,6.91,Yes,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.55,5084.65,0.0,0,407.69,5492.339999999999,0
1,Q3,No,0,60,No,0.0,No,Yes,Cable,5,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,3027.4,0.0,0,0.0,3027.4,0
1,Q3,Yes,3,63,Yes,8.98,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,100.55,6215.35,0.0,0,565.74,6781.09,1
1,Q3,Yes,6,50,Yes,42.21,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,5017.9,0.0,0,2110.5,7128.4,1
1,Q3,No,0,1,Yes,15.44,No,Yes,Fiber Optic,51,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,90.55,90.55,0.0,60,15.44,165.99,2
1,Q3,No,0,71,Yes,49.42,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.05,7532.15,0.0,0,3508.82,11040.97,1
1,Q3,No,0,1,Yes,45.66,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0.0,0,45.66,115.56,2
1,Q3,No,0,1,Yes,5.43,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,86.6,0.0,0,5.43,92.03,2
1,Q3,No,0,35,Yes,45.14,Yes,Yes,Fiber Optic,41,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,85.3,2917.5,23.89,130,1579.9,4603.51,0
1,Q3,No,0,34,Yes,4.66,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.0,2416.1,11.0,0,158.44,2563.54,0
1,Q3,No,0,7,Yes,48.36,No,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,660.9,34.29,0,338.52,965.13,2
1,Q3,Yes,1,32,Yes,33.57,Yes,Yes,Fiber Optic,26,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.55,3204.65,35.82,110,1074.24,4353.07,0
1,Q3,Yes,1,26,Yes,35.9,Yes,Yes,Cable,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,2070.6,0.0,0,933.4,3004.0,0
1,Q3,No,0,5,No,0.0,No,Yes,DSL,2,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,39.5,210.75,39.27,0,0.0,171.48,2
1,Q3,Yes,1,40,Yes,16.33,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.1,3706.95,41.85,0,653.1999999999999,4318.3,0
1,Q3,No,0,5,Yes,43.99,No,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.0,412.5,40.0,10,219.95000000000002,602.45,2
1,Q3,Yes,1,2,Yes,8.86,No,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,185.55,0.0,0,17.72,203.27,2
1,Q3,Yes,1,49,Yes,20.48,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,4853.75,14.24,0,1003.52,5843.030000000001,0
1,Q3,No,0,2,Yes,14.7,No,Yes,DSL,13,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.05,91.1,0.0,40,29.4,160.5,2
1,Q3,No,0,7,Yes,9.25,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.05,713.0,0.0,0,64.75,777.75,2
1,Q3,No,0,41,Yes,21.56,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,114.5,4527.45,0.0,0,883.9599999999999,5411.41,0
1,Q3,No,0,2,Yes,17.33,No,Yes,Fiber Optic,14,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.95,171.15,0.0,0,34.66,205.81,2
1,Q3,Yes,1,3,Yes,29.29,No,Yes,Cable,52,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,56.15,168.15,0.0,0,87.87,256.02,2
1,Q3,No,0,4,Yes,39.68,No,Yes,Fiber Optic,18,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.4,387.2,0.0,0,158.72,545.92,2
1,Q3,No,0,7,Yes,21.58,No,Yes,Fiber Optic,71,No,No,Yes,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,74.65,544.55,0.0,10,151.06,705.6099999999999,2
1,Q3,Yes,1,14,Yes,20.4,Yes,Yes,DSL,30,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.7,941.0,0.0,0,285.59999999999997,1226.6,2
1,Q3,No,0,2,Yes,38.51,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,196.9,0.0,0,77.02,273.92,2
1,Q3,Yes,4,13,Yes,45.6,No,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,96.65,1162.85,0.0,0,592.8000000000001,1755.65,2
1,Q3,No,0,1,No,0.0,No,Yes,DSL,6,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,31.35,31.35,0.0,80,0.0,111.35,2
1,Q3,No,0,12,Yes,14.38,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1052.4,0.0,0,172.56,1224.96,2
1,Q3,Yes,9,60,Yes,47.4,No,Yes,Cable,29,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.4,5610.25,0.0,0,2844.0,8454.25,1
1,Q3,No,0,6,Yes,20.36,Yes,Yes,Fiber Optic,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.9,669.45,0.0,0,122.16,791.61,2
1,Q3,No,0,15,Yes,45.92,No,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1553.95,0.0,0,688.8000000000001,2242.75,2
1,Q3,No,0,1,Yes,33.48,Yes,Yes,Cable,59,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,60.15,60.15,0.0,20,33.48,113.63,2
1,Q3,No,0,7,Yes,35.91,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.45,593.45,0.0,0,251.36999999999998,844.82,2
1,Q3,Yes,1,53,Yes,15.77,No,Yes,Fiber Optic,9,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.25,4867.95,0.0,0,835.81,5703.76,0
1,Q3,No,0,1,Yes,1.84,Yes,Yes,Fiber Optic,76,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,74.9,0.0,0,1.84,76.74000000000001,2
1,Q3,No,0,1,Yes,32.92,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,80.25,0.0,0,32.92,113.17,2
1,Q3,Yes,1,17,Yes,44.97,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0,1149.65,0.0,0,764.49,1914.14,2
1,Q3,Yes,1,11,Yes,15.69,Yes,Yes,DSL,12,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.35,740.8,0.0,0,172.59,913.39,2
1,Q3,No,0,19,Yes,20.41,Yes,Yes,Fiber Optic,11,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.0,1532.45,0.0,30,387.79,1950.24,2
1,Q3,Yes,1,3,Yes,48.38,No,Yes,Fiber Optic,14,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.3,250.05,0.0,0,145.14000000000001,395.19000000000005,2
1,Q3,Yes,1,16,No,0.0,No,Yes,DSL,29,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.95,810.2,0.0,0,0.0,810.2,2
1,Q3,No,0,11,Yes,22.36,Yes,Yes,Cable,3,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.15,987.95,0.0,0,245.95999999999998,1233.91,2
1,Q3,Yes,1,59,Yes,22.71,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.15,6448.05,0.0,0,1339.89,7787.9400000000005,1
1,Q3,Yes,1,11,Yes,24.83,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,483.7,0.0,0,273.13,756.8299999999999,2
1,Q3,No,0,70,Yes,10.21,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,0.0,0,714.7,8842.300000000001,1
1,Q3,Yes,1,47,Yes,7.62,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.55,5124.55,0.0,0,358.14,5482.6900000000005,0
1,Q3,Yes,1,59,Yes,10.76,Yes,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5961.1,0.0,0,634.84,6595.9400000000005,1
1,Q3,No,0,66,Yes,7.28,Yes,Yes,Fiber Optic,51,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.0,7133.25,0.0,0,480.48,7613.73,1
1,Q3,No,0,3,Yes,2.88,No,Yes,DSL,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,54.7,169.45,0.0,0,8.64,178.08999999999997,2
1,Q3,No,0,9,Yes,10.07,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.75,889.9,0.0,30,90.63,1010.53,2
1,Q3,No,0,4,Yes,42.06,Yes,Yes,Fiber Optic,58,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.45,330.05,0.0,0,168.24,498.29,2
1,Q3,Yes,1,59,No,0.0,No,Yes,DSL,69,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,41.05,2452.7,0.0,0,0.0,2452.7,0
1,Q3,No,0,2,Yes,42.55,No,Yes,DSL,30,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.05,102.75,0.0,0,85.1,187.85,2
1,Q3,No,0,2,No,0.0,No,Yes,DSL,21,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,42.6,72.4,0.0,0,0.0,72.4,2
1,Q3,No,0,14,Yes,18.74,No,Yes,Cable,20,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,1025.95,0.0,0,262.35999999999996,1288.31,2
1,Q3,No,0,8,Yes,3.27,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.85,819.55,0.0,0,26.16,845.7099999999999,2
1,Q3,Yes,1,5,Yes,17.08,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,330.15,0.0,0,85.39999999999999,415.54999999999995,2
1,Q3,No,0,1,Yes,44.75,No,Yes,Cable,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,0.0,0,44.75,90.6,2
1,Q3,No,0,1,Yes,17.23,No,Yes,Fiber Optic,52,No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.7,91.7,0.0,0,17.23,108.93,2
1,Q3,No,0,16,Yes,18.99,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.6,1555.65,0.0,0,303.84,1859.49,2
1,Q3,No,0,1,Yes,30.07,Yes,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,74.95,0.0,0,30.07,105.02000000000001,2
1,Q3,No,0,66,Yes,25.82,No,Yes,Cable,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99.5,6710.5,0.0,0,1704.1200000000001,8414.62,1
1,Q3,Yes,1,17,Yes,5.4,No,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,98.6,1704.95,0.0,0,91.80000000000001,1796.75,2
1,Q3,No,0,7,Yes,2.24,No,Yes,DSL,22,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.5,415.95,0.0,0,15.680000000000001,431.63,2
1,Q3,No,0,15,Yes,47.57,Yes,Yes,DSL,26,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.65,994.55,0.0,0,713.55,1708.1,2
1,Q3,Yes,1,67,Yes,28.4,Yes,Yes,Cable,10,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,87.4,5918.8,0.0,0,1902.8,7821.6,1
1,Q3,Yes,1,9,Yes,31.75,No,Yes,Fiber Optic,25,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,655.9,0.0,0,285.75,941.65,2
1,Q3,Yes,1,11,Yes,13.33,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,868.5,0.0,50,146.63,1065.13,2
1,Q3,No,0,1,Yes,34.47,Yes,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.8,85.8,0.0,0,34.47,120.27,2
1,Q3,Yes,1,3,Yes,44.46,No,Yes,DSL,51,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44.3,134.5,0.0,0,133.38,267.88,2
1,Q3,No,0,5,Yes,31.14,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,324.6,0.0,0,155.7,480.3,2
1,Q3,No,0,1,No,0.0,No,Yes,DSL,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,34.7,0.0,0,0.0,34.7,2
1,Q3,No,0,3,Yes,14.28,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,264.8,0.0,0,42.839999999999996,307.64,2
1,Q3,Yes,1,66,Yes,48.77,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,102.45,6615.15,0.0,130,3218.82,9963.97,1
1,Q3,Yes,1,21,Yes,38.52,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,2200.25,0.0,0,808.9200000000001,3009.17,0
1,Q3,No,0,14,Yes,28.65,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.95,1178.4,0.0,0,401.09999999999997,1579.5,2
1,Q3,No,0,12,Yes,42.55,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.1,947.3,0.0,0,510.59999999999997,1457.8999999999999,2
1,Q3,Yes,1,19,Yes,21.71,Yes,Yes,Fiber Optic,47,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.65,1761.05,0.0,80,412.49,2253.54,2
1,Q3,No,0,10,Yes,37.36,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,973.25,0.0,0,373.6,1346.85,2
